neo_id,name,absolute_magnitude,estimated_diameter_min,estimated_diameter_max,orbiting_body,relative_velocity,miss_distance,is_hazardous,year
54200007,(2021 SG1),25.56,0.02053785,0.0459240286,Earth,77536.545311174,73119247.10872282,False,
2374855,374855 (2006 VQ13),20.11,0.2526707542,0.5649889822,Earth,68455.8094008287,24631871.87448514,True,2006.0
2437841,437841 (1998 HD14),21.0,0.1677084622,0.3750075218,Earth,68093.7201035442,47874179.3994246,True,1998.0
2215588,215588 (2003 HF2),19.42,0.3471802221,0.776318577,Earth,49054.9274014874,58954079.847831376,True,2003.0
2425755,425755 (2011 CP4),21.16,0.1557955241,0.3483693825,Earth,77595.0384635834,73217946.90645826,True,2011.0
2310442,310442 (2000 CH59),19.82,0.2887719308,0.6457136672,Earth,25964.7501532901,50593693.43707968,True,2000.0
3263453,(2004 XP14),19.4,0.3503926411,0.7835017643,Earth,60807.6197862019,17597632.254309155,True,2004.0
54288621,(2022 MO1),25.32,0.0229379698,0.0512908597,Earth,31141.2683603676,41919497.65383939,False,
54265877,(2022 FM2),26.32,0.0144728805,0.0323623447,Earth,22386.6930570776,8846960.828182109,False,
3568385,(2011 MN4),21.8,0.1160259082,0.2594418179,Earth,16445.4782586357,50209927.13392979,False,
3633046,(2013 EN126),24.6,0.0319561887,0.0714562102,Earth,51809.013339881,61185489.53063955,False,
2495959,495959 (2007 ML6),18.68,0.4881518917,1.0915408131,Earth,37159.5917010686,50217752.43395184,False,
2216985,216985 (2000 QK130),21.34,0.1434019235,0.320656449,Earth,61532.7630920014,49094195.41726836,True,2000.0
2688126,688126 (2012 JS17),21.04,0.1646474378,0.3681628631,Earth,49826.1233351066,46578306.74476058,False,
3838139,(2019 CD2),20.02,0.263363131,0.5888978636,Earth,60260.0067909349,15678451.083458148,True,2019.0
3414394,(2008 MP1),21.9,0.1108038821,0.2477650126,Earth,44127.2224605168,8179537.096915082,True,2008.0
2468727,468727 (2010 JE87),20.77,0.1864468183,0.41690776,Earth,56430.8775107752,72474952.49469948,True,2010.0
3781359,(2017 QC36),20.7,0.1925550782,0.4305662442,Earth,38288.9032805088,17350934.96962719,True,2017.0
3672190,(2014 KM4),21.21,0.152249185,0.3404395273,Earth,89481.9247971808,62247324.97940524,True,2014.0
2218863,218863 (2006 WO127),16.34,1.4340192346,3.2065644897,Earth,69896.6859854261,53150660.547745645,False,
3328633,(2006 FU),25.6,0.0201629919,0.0450858206,Earth,70576.6371719101,57849296.27176845,False,
3308950,(2005 YK),26.9,0.0110803882,0.0247765013,Earth,52534.1948805252,23620364.515139524,False,
54114211,(2010 KD149),21.48,0.1344481952,0.3006353038,Earth,29065.9141208463,50414489.864370726,True,2010.0
54338832,(2023 AJ1),20.39,0.2221032822,0.4966380371,Earth,149938.3185374725,46562724.27158649,True,2023.0
54137807,(2021 GM16),21.24,0.1501602479,0.3357685218,Earth,59185.1475643327,37633964.47999199,False,
3134259,(2002 QQ40),21.48,0.1344481952,0.3006353038,Earth,101076.3479668993,53838165.16013766,True,2002.0
2613569,613569 (2006 TU7),21.91,0.1102947845,0.2466266358,Earth,36237.2934260657,35956753.31609073,True,2006.0
3541751,(2010 ON101),20.39,0.2221032822,0.4966380371,Earth,77998.4962353767,73078543.44314854,True,2010.0
3330050,(2006 HD2),20.9,0.1756123185,0.3926810818,Earth,82287.3071585743,44829065.672513455,True,2006.0
3466069,(2009 QJ9),19.27,0.3720103103,0.8318403423,Earth,48701.39477027,29496882.13659888,True,2009.0
3455137,(2009 FU23),20.1,0.2538370294,0.5675968529,Earth,23567.9759154929,51925042.68806187,True,2009.0
3645191,(2013 NC24),25.3,0.0231502122,0.0517654482,Earth,37006.6172713247,42050960.4472497,False,
2416195,416195 (2002 TR190),19.44,0.3439972547,0.7692012455,Earth,61702.4094849464,29777427.49518619,True,2002.0
2673713,673713 (2015 FQ117),20.87,0.1780553292,0.3981438198,Earth,51627.7014244574,59321142.890565135,True,2015.0
54355037,(2023 HG3),26.63,0.0125474356,0.028056919,Earth,64982.3402505654,67944850.03595129,False,
3338519,(2006 QB31),21.05,0.1638909515,0.3664713084,Earth,58782.5470308737,49091608.43626224,False,
54321077,(2022 UU11),21.05,0.1638909515,0.3664713084,Earth,42677.1640366787,41436271.23673957,True,2022.0
3756788,(2016 PN),20.3,0.2315021222,0.5176544822,Earth,41576.2001276335,25678255.77813257,False,
3559839,(2011 EL51),21.91,0.1102947845,0.2466266358,Earth,91437.3175803073,32448142.827325568,True,2011.0
54100584,(2020 XX6),24.0,0.0421264611,0.0941976306,Earth,62975.7336377858,36215059.859238096,False,
2678989,678989 (2018 GY4),19.06,0.4097839804,0.9163048363,Earth,69390.2799175748,36527713.827537544,False,
3767010,(2017 BO6),26.1,0.0160160338,0.0358129403,Earth,22060.8150740124,23572692.102067474,False,
2483989,483989 (2006 CY10),20.4,0.2210828104,0.4943561926,Earth,57106.1459698189,46293941.823436856,True,2006.0
2154275,154275 (2002 SR41),20.13,0.2503542548,0.5598091321,Earth,62502.9878765664,66792851.33758532,True,2002.0
54017324,(2020 KQ7),26.5,0.0133215567,0.0297879063,Earth,9426.9251482315,3956675.796494854,False,
2477519,477519 (2010 DJ56),19.15,0.3931470096,0.8791034386,Earth,67407.7750481743,13055504.221183145,True,2010.0
3991616,(2020 CZ2),21.4,0.1394938229,0.3119176705,Earth,63680.0518712495,57664094.841738015,False,
2467460,467460 (2006 JF42),19.05,0.4116754573,0.9205343072,Earth,98744.9972958918,66071156.40128097,True,2006.0
2472263,472263 (2014 RP12),18.31,0.5788352575,1.2943149835,Earth,57999.1793267992,69576672.63762262,False,
3133153,(2002 PE130),18.51,0.527904029,1.1804292945,Earth,59165.5380457644,25548547.648059055,True,2002.0
3720000,(2015 KT120),25.1,0.0253837029,0.0567596853,Earth,36645.25816264,24558626.46848573,False,
54185132,(2021 PZ9),26.94,0.0108781483,0.0243242791,Earth,48229.9550695494,37021132.40735961,False,
54216336,(2021 VL3),28.48,0.0053524791,0.011968507,Earth,22691.3077514417,166541.803469384,False,
3560922,(2011 GE2),20.15,0.2480589932,0.5546767711,Earth,46597.5505864469,35395624.12234394,False,
3014117,(1998 SL36),20.22,0.2401900301,0.5370812349,Earth,82489.7139133756,61500557.529847614,True,1998.0
2531277,531277 (2012 MM11),20.3,0.2315021222,0.5176544822,Earth,50360.5617971152,14506814.912053881,True,2012.0
3673918,(2014 MA6),24.39,0.035200998,0.0787118244,Earth,28306.3909778304,74706167.76011579,False,
2513489,513489 (2009 EV),20.12,0.2515098375,0.5623930936,Earth,70948.0730230643,25197526.044764545,True,2009.0
54048845,(2020 OC),26.6,0.0127219879,0.0284472297,Earth,24977.1768186163,54915884.89578017,False,
2279744,279744 (1998 KM3),19.86,0.283501249,0.6339280645,Earth,53734.1856213848,16398250.988744272,True,1998.0
3414391,(2008 MG1),19.84,0.2861244538,0.6397937287,Earth,89578.2749087498,11207845.313265955,False,
2466508,466508 (2014 GY48),18.72,0.4792421155,1.071617948,Earth,87011.4458030526,14222050.130583432,True,2014.0
2250680,250680 (2005 QC5),19.63,0.3151773333,0.7047579421,Earth,54345.5851372708,21626473.584578823,True,2005.0
3836090,(2018 VM3),21.31,0.1453968429,0.3251172245,Earth,87387.5551436136,73884528.58123462,False,
2504800,504800 (2010 CO1),21.48,0.1344481952,0.3006353038,Earth,52525.2574000631,11883052.277633982,True,2010.0
3669253,(2014 HQ124),18.92,0.437074004,0.9773271842,Earth,70034.8561980786,42201744.32916306,True,2014.0
54276150,(2022 HM),27.55,0.0082140053,0.0183670741,Earth,41484.9668471449,19931820.819974057,False,
3019647,(1999 LX1),21.12,0.1586919792,0.3548460529,Earth,86098.8710911306,9661434.942280691,True,1999.0
2481394,481394 (2006 SF6),19.97,0.2694976463,0.602615057,Earth,28611.8477649245,4317582.378245359,True,2006.0
2496816,496816 (1989 UP),20.54,0.2072788434,0.4634895841,Earth,60166.6748005831,48695062.82482632,True,1989.0
3606252,(2012 OO),20.64,0.1979497587,0.4426291165,Earth,21377.4680512705,8020502.189361233,True,2012.0
3557530,(2011 CE50),23.14,0.06259721,0.1399716167,Earth,30935.4552406689,40587105.331708625,False,
3028805,(2000 CM33),21.22,0.1515496636,0.3388753497,Earth,29708.4456904736,67382395.97354819,True,2000.0
3512284,(2010 FT),25.7,0.0192555078,0.0430566244,Earth,68646.2853869755,64123519.23223132,False,
3736406,(2015 XN169),22.28,0.0930154254,0.2079888141,Earth,43800.3250624818,31320189.59299619,False,
3989280,(2020 BQ12),24.5,0.0334622374,0.0748238376,Earth,22926.6192238083,26974504.402163472,False,
54279032,(2022 JQ2),21.65,0.1243240006,0.2779969165,Earth,26549.5385970011,15544845.554876463,True,2022.0
3928734,(2019 XK3),20.8,0.1838886721,0.411187571,Earth,65334.8776772344,50750689.04142948,True,2019.0
2208115,208115 (2000 CT101),20.84,0.1805323255,0.4036825521,Earth,44120.4695814434,59905235.55183416,True,2000.0
2164121,164121 (2003 YT1),16.18,1.5436718218,3.4517551284,Earth,107462.780187138,56254438.10699114,True,2003.0
3448993,(2009 DM45),21.45,0.1363185559,0.3048175575,Earth,48853.4387984503,71958469.09479825,True,2009.0
2445974,445974 (2013 BJ18),20.29,0.2325706875,0.5200438667,Earth,38015.9773374431,16499118.31001814,True,2013.0
54161318,(2021 MJ),20.45,0.2160503512,0.4831032718,Earth,90130.4791730683,58876926.69115119,True,2021.0
3772396,(2017 FE65),20.64,0.1979497587,0.4426291165,Earth,68127.2204900137,30599980.776892208,True,2017.0
2153201,153201 (2000 WO107),19.3,0.3669061375,0.8204270649,Earth,73780.6176078934,31244843.53370624,True,2000.0
2678927,678927 (2018 BP),20.56,0.2053784995,0.459240286,Earth,9469.8178729924,63227023.358612545,True,2018.0
3764727,(2016 WF7),28.8,0.0046190746,0.0103285648,Earth,33322.8814749853,13277705.632561537,False,
3669145,(2014 HT46),26.6,0.0127219879,0.0284472297,Earth,26559.3869251667,70646079.86290008,False,
54110699,(2021 CZ2),22.45,0.086011194,0.1923268766,Earth,69341.9296818323,67538024.5974413,False,
3358522,(2006 VG13),21.46,0.135692229,0.303417048,Earth,55939.0531393145,66031339.791236654,True,2006.0
3582138,(2011 UH20),21.1,0.160160338,0.358129403,Earth,90782.9966900869,35994582.114517845,True,2011.0
2025143,25143 Itokawa (1998 SF36),19.26,0.3737274319,0.8356799428,Earth,44033.1368922684,30686091.01627993,True,1998.0
3444292,(2009 AF16),21.37,0.1414343753,0.3162568776,Earth,31761.3195281471,31608073.29557891,False,
3610526,(2012 TO139),19.87,0.2821986791,0.6310154296,Earth,116232.4980635785,8025760.71904939,True,2012.0
3843572,(2019 QG),21.36,0.1420872067,0.317716653,Earth,46107.1992620606,57719450.87068942,True,2019.0
2496174,496174 (2011 CQ4),18.47,0.5377184977,1.2023751136,Earth,43718.2418294759,60183112.518254496,False,
3840136,(2019 FJ),19.09,0.4041615334,0.9037326626,Earth,136200.7515962376,66583847.2558211,True,2019.0
3137844,(2002 TZ66),25.9,0.0175612318,0.0392681082,Earth,55183.3392026196,59401938.50106345,False,
3802062,(2018 FS3),21.49,0.1338304618,0.2992540101,Earth,63537.7458759365,43281654.31226045,True,2018.0
2363116,363116 (2001 GQ2),20.32,0.229379698,0.5129085974,Earth,96149.7998020872,41278288.28644778,True,2001.0
54297314,(2021 KA17),21.95,0.1082816778,0.2421251924,Earth,50058.7276524858,56704426.9441333,True,2021.0
3267066,(2005 CL),20.27,0.2347226375,0.5248557734,Earth,73928.3774571893,67208780.76391117,True,2005.0
2529951,529951 (2010 UD),21.08,0.1616422833,0.3614431336,Earth,51932.774630615,18038433.942179505,True,2010.0
3311964,(2006 AM4),21.8,0.1160259082,0.2594418179,Earth,111881.9581663327,46605328.65289805,True,2006.0
3753621,(2016 KL1),21.09,0.1608996045,0.3597824532,Earth,49500.9326647289,40745469.11329808,True,2016.0
54104895,(2020 XK7),19.5,0.3346223745,0.7482383761,Earth,86837.858466151,66220115.458456494,True,2020.0
2152828,152828 (1999 VT25),21.28,0.1474195145,0.3296400556,Earth,76984.7454000443,28506779.120814566,True,1999.0
2456537,456537 (2007 BG),19.63,0.3151773333,0.7047579421,Earth,57371.0793444137,64596199.3884506,False,
3558387,(2011 EG17),20.7,0.1925550782,0.4305662442,Earth,70642.4832655783,30647741.512546703,True,2011.0
2085236,85236 (1993 KH),18.75,0.4726666672,1.0569147985,Earth,31131.3698416542,59853854.53276588,True,1993.0
2382745,382745 (2003 CC),20.41,0.2200670271,0.4920848322,Earth,10558.4595862202,59715549.82093197,True,2003.0
3412894,(2008 KE6),20.77,0.1864468183,0.41690776,Earth,62839.4272528928,22554423.382751256,True,2008.0
2418849,418849 (2008 WM64),20.47,0.2140695897,0.4786741544,Earth,85926.6508589089,65494576.21592803,True,2008.0
2509821,509821 (2008 WQ63),20.2,0.2424124811,0.5420507863,Earth,56646.4290702642,46705424.10900186,True,2008.0
54188100,(2021 PL40),20.87,0.1780553292,0.3981438198,Earth,33072.8140790579,23797251.54987174,False,
3685272,(2014 QO390),21.33,0.1440638367,0.3221365319,Earth,115406.3172808861,14655146.45104412,True,2014.0
2085989,85989 (1999 JD6),17.11,1.0059003902,2.249261651,Earth,51330.6651227393,73353956.65232828,True,1999.0
3843510,(2019 PJ1),20.0,0.2658,0.5943468684,Earth,68286.1889154128,46313043.990416944,False,
54229754,(2021 XJ5),20.98,0.1692602495,0.3784774237,Earth,36937.4503668844,10474695.518457836,True,2021.0
54296733,(2022 QF2),24.44,0.0343997255,0.0769201245,Earth,27567.7814475536,7377224.616457083,False,
2068347,68347 (2001 KB67),19.92,0.2757750529,0.6166517648,Earth,36044.1366687342,59847697.68282816,True,2001.0
3723951,(2015 NJ3),20.4,0.2210828104,0.4943561926,Earth,94770.009725472,26035020.11454107,True,2015.0
54297314,(2021 KA17),21.95,0.1082816778,0.2421251924,Earth,75126.9482087015,50665448.3845405,True,2021.0
2005189,5189 (1990 UQ),17.84,0.7187121332,1.607089186,Earth,58500.6528523918,20293276.979419585,True,1990.0
3695746,(2014 UU192),19.38,0.3536347843,0.7907514169,Earth,23573.8971787764,74232192.19106081,False,
3837638,(2019 AR3),22.43,0.0868070458,0.1941064553,Earth,125689.8477464683,66915949.77000883,False,
2308635,308635 (2005 YU55),21.91,0.1102947845,0.2466266358,Earth,26351.0962591506,46815867.45921059,True,2005.0
3726015,(2015 PU228),20.3,0.2315021222,0.5176544822,Earth,61613.2789142198,45980996.85736068,True,2015.0
3479120,(2009 WF106),19.77,0.2954982931,0.6607542706,Earth,109032.687349803,18645688.67710297,False,
2490354,490354 (2009 FF19),21.4,0.1394938229,0.3119176705,Earth,37782.0384393409,38803864.8074715,True,2009.0
54206538,(2021 TA8),21.26,0.1487835705,0.3326901775,Earth,42552.9381992551,43829034.33977021,True,2021.0
54217947,(2021 VE5),23.93,0.0435065831,0.0972836774,Earth,30159.8667011467,17232465.08034169,False,
3720440,(2015 KJ122),21.98,0.1067959975,0.2388031102,Earth,89510.6413728666,19680584.45168034,True,2015.0
3744323,(2016 CB248),26.6,0.0127219879,0.0284472297,Earth,53139.5079594746,17422624.06410563,False,
3401101,(2008 BD15),20.6,0.2016299194,0.4508582062,Earth,67387.9340153329,65773219.57223638,True,2008.0
2612012,612012 (1983 LC),19.47,0.3392774354,0.7586474087,Earth,109604.466630585,66875565.76516318,True,1983.0
54255810,(2022 ED6),21.57,0.1289896833,0.2884297004,Earth,49383.8896109281,33002780.311262432,False,
3624756,(2013 BT18),23.4,0.0555334912,0.1241766613,Earth,101976.0506910641,55903751.87220159,False,
2686964,686964 (2011 GM44),19.68,0.3080030213,0.6887156928,Earth,82036.5517023052,63451120.369481064,True,2011.0
54213630,(2021 UZ4),25.45,0.0216050351,0.0483103272,Earth,60498.4899515299,51091480.99277553,False,
3626394,(2013 BO76),20.48,0.2130860292,0.4764748465,Earth,40397.8627578312,11526230.540522762,True,2013.0
54404632,(2023 VM7),27.59,0.0080640828,0.0180318372,Earth,13993.3699574263,40672582.63746816,False,
2310442,310442 (2000 CH59),19.82,0.2887719308,0.6457136672,Earth,34175.8468162518,33818886.956996754,True,2000.0
3710245,(2015 CZ13),19.0,0.4212646106,0.9419763057,Earth,96567.0983926801,22512843.37285453,True,2015.0
2516803,516803 (2010 JG88),19.51,0.3330849243,0.744800533,Earth,56467.9397542622,57574089.97140271,False,
3739011,(2015 YU7),21.37,0.1414343753,0.3162568776,Earth,67373.5682223443,74291392.60103528,True,2015.0
3893382,(2019 WW),24.53,0.0330031183,0.0737972161,Earth,64983.2149286834,41248339.52590334,False,
54165395,(2021 MB2),21.39,0.1401376972,0.3133574171,Earth,40897.8688224575,29208991.313157547,True,2021.0
2053429,53429 (1999 TF5),18.94,0.4330668855,0.9683669947,Earth,104279.2738637706,41451472.96837472,True,1999.0
2462959,462959 (2011 DU),21.11,0.1594244681,0.3564839479,Earth,32362.6100139294,70393219.68452644,True,2011.0
2354182,354182 (2002 DU3),20.77,0.1864468183,0.41690776,Earth,30605.090239549,68906193.60921744,True,2002.0
3644046,(2013 LN31),20.0,0.2658,0.5943468684,Earth,127876.5286094786,39824303.06989739,True,2013.0
3576469,(2011 QS2),20.7,0.1925550782,0.4305662442,Earth,55428.6267216018,28123858.494423784,False,
3644702,(2013 NV),20.15,0.2480589932,0.5546767711,Earth,85490.8282836605,59975865.76266917,True,2013.0
3467261,(2009 SL2),22.15,0.0987540639,0.2208207999,Earth,53748.6654666233,24013483.3480065,False,
54016975,(2020 JU),20.83,0.1813656249,0.4055458661,Earth,23936.0676035673,19571959.568299964,True,2020.0
54161774,(2021 ME1),24.0,0.0421264611,0.0941976306,Earth,30737.2673409225,1802125.50502955,False,
2067381,67381 (2000 OL8),19.8,0.2914439045,0.6516883822,Earth,59946.7479749748,59658966.05722125,True,2000.0
3704141,(2015 AY245),20.99,0.1684825693,0.3767384779,Earth,35316.0604037675,27804635.489175405,True,2015.0
54266172,(2022 FD4),22.93,0.0689532874,0.154184238,Earth,52943.7350404822,60093802.70954279,False,
3031814,(2000 DO8),24.8,0.0291443905,0.0651688382,Earth,36294.8022167447,1617950.421105822,False,
3843134,(2019 NH2),20.06,0.2585562121,0.5781492662,Earth,77080.5370244362,66887291.066696346,False,
2408792,408792 (2000 GF2),20.56,0.2053784995,0.459240286,Earth,72007.8438122168,45143145.78722718,True,2000.0
2267337,267337 (2001 VK5),18.06,0.6494638409,1.4522452972,Earth,63511.2204020806,13759957.419538302,True,2001.0
2696513,696513 (2016 NL56),20.91,0.1748054532,0.3908768761,Earth,50896.6269559103,10130310.88450502,True,2016.0
3102743,(2002 AT4),21.2,0.1529519353,0.3420109247,Earth,62253.9030294821,60664617.84177954,True,2002.0
2455184,455184 (2000 ED14),21.23,0.1508533561,0.3373183589,Earth,115921.040046921,66191577.734941475,True,2000.0
3141540,(2002 VP69),17.9,0.6991252322,1.5632915441,Earth,38387.5891560508,8784910.892939676,True,2002.0
54310914,(2022 SK37),22.97,0.0676947481,0.1513700585,Earth,28142.2928716795,72443342.12069336,False,
2096590,96590 (1998 XB),16.28,1.474195145,3.2964005564,Earth,82405.3286764562,59050981.85316409,False,
54239889,(2022 BX1),21.65,0.1243240006,0.2779969165,Earth,36054.6814943118,2541800.893565152,True,2022.0
2325395,325395 (2009 CQ5),17.44,0.8640820365,1.9321461716,Earth,40963.6696303904,45968042.89356143,True,2009.0
2154276,154276 (2002 SY50),17.64,0.7880521833,1.7621382518,Earth,77297.5535528164,67405140.08571365,True,2002.0
54269054,(2022 GM1),25.66,0.0196134944,0.0438571068,Earth,63516.2179621644,67474063.89348471,False,
3664084,(2014 EZ48),18.94,0.4330668855,0.9683669947,Earth,45660.4424170592,74086809.88431892,False,
2417211,417211 (2005 XL80),18.25,0.5950520786,1.330576898,Earth,42388.5962562829,6332108.868913432,True,2005.0
2005604,5604 (1992 FE),17.38,0.8882904164,1.9862777548,Earth,29578.5115696383,26040225.46218644,True,1992.0
3840128,(2019 FH),20.19,0.2435314063,0.5445527791,Earth,102740.1287378908,13407278.226964826,True,2019.0
3740897,(2016 BC14),20.98,0.1692602495,0.3784774237,Earth,33303.2374776884,40952033.223883025,True,2016.0
2427684,427684 (2004 DH2),20.29,0.2325706875,0.5200438667,Earth,90694.1789525761,59091912.72798331,False,
3670290,(2014 HJ184),21.65,0.1243240006,0.2779969165,Earth,62751.3636281537,48237526.01219353,False,
2620067,620067 (2010 UE7),19.32,0.3635423218,0.8129053443,Earth,72552.9313478131,62361975.66498922,False,
2162210,162210 (1999 SM5),19.3,0.3669061375,0.8204270649,Earth,60374.908952582,46648691.42061156,True,1999.0
3825481,(2018 MY6),21.38,0.1407845434,0.3148038092,Earth,112615.9990433633,72192631.60387248,True,2018.0
54279935,(2022 KH1),25.5,0.0211132445,0.0472106499,Earth,28242.5082547833,15169095.498469884,False,
54352553,(2023 FS4),27.62,0.0079534394,0.0177844312,Earth,49693.629640086,64856394.78422416,False,
2035396,35396 (1997 XF11),17.01,1.0533070151,2.3552660868,Earth,86070.8193154142,49266237.88953828,True,1997.0
3744155,(2016 CR247),21.82,0.1149621763,0.257063241,Earth,27340.7284322024,30794706.504914064,True,2016.0
3358522,(2006 VG13),21.46,0.135692229,0.303417048,Earth,77442.0968101363,67047351.46764904,True,2006.0
3315647,(2006 CF),20.3,0.2315021222,0.5176544822,Earth,62617.2448705182,3108524.972851007,True,2006.0
3684353,(2014 QU362),24.55,0.0327005439,0.0731206391,Earth,22321.6361271888,19301131.189760633,False,
2509352,509352 (2007 AG),20.16,0.2469192656,0.5521282628,Earth,36665.5276783804,15284158.595461873,True,2007.0
54316902,(2022 UE1),20.66,0.1961349444,0.4385710684,Earth,57534.3505019182,10580493.95952158,True,2022.0
2412995,412995 (1999 LP28),20.06,0.2585562121,0.5781492662,Earth,20950.7453141172,67046071.80746906,False,
2192559,192559 (1998 VO),20.43,0.2180494405,0.4875733714,Earth,24987.7539731908,41484905.62395486,True,1998.0
3836942,(2018 YH),21.7,0.1214940408,0.2716689341,Earth,31314.4848260588,65451880.968870245,True,2018.0
2448721,448721 (2011 BN24),20.98,0.1692602495,0.3784774237,Earth,27699.5715731385,17077500.67099139,True,2011.0
3726015,(2015 PU228),20.3,0.2315021222,0.5176544822,Earth,73296.019595813,27386923.43967084,True,2015.0
54049873,(2020 OT6),20.1,0.2538370294,0.5675968529,Earth,79991.1403689053,54663061.54840213,True,2020.0
2514150,514150 (2015 KJ57),21.53,0.1313877806,0.2937920088,Earth,40512.2138171176,15610831.305360088,True,2015.0
3739316,(2016 AA10),20.29,0.2325706875,0.5200438667,Earth,77528.9350344222,68297849.05381103,True,2016.0
3753874,(2016 LC11),19.53,0.3300311834,0.7379721607,Earth,47210.3427362202,45576946.92309259,False,
2523808,523808 (2007 ML24),19.34,0.3602093458,0.8054525833,Earth,58310.9554894344,24458821.262169287,True,2007.0
54104549,(2021 AN1),26.86,0.011286388,0.0252371308,Earth,10231.8122141734,34645836.51618782,False,
3799242,(2018 CW),21.39,0.1401376972,0.3133574171,Earth,63820.1975512806,56058581.70330804,False,
54101675,(2020 YM2),24.3,0.0366906138,0.0820427065,Earth,62747.8197221736,46192020.106455654,False,
2137120,137120 (1999 BJ8),18.3,0.5815070396,1.30028927,Earth,53581.7259295841,26458296.92057368,True,1999.0
3321667,(2006 CT10),21.2,0.1529519353,0.3420109247,Earth,42218.7999025709,7632440.916403855,True,2006.0
3674578,(2014 NB52),21.96,0.1077841687,0.2410127282,Earth,46115.5313742397,61893137.04743346,True,2014.0
3893770,(2019 XB),23.55,0.0518268695,0.1158884032,Earth,55795.9744736446,73944603.88443221,False,
2068950,68950 (2002 QF15),16.39,1.4013769717,3.1335741707,Earth,53080.5610265501,32407591.018549144,True,2002.0
3699506,(2014 WE365),21.18,0.1543671822,0.3451755128,Earth,58734.8686633651,9512865.512757583,True,2014.0
2382745,382745 (2003 CC),20.41,0.2200670271,0.4920848322,Earth,19663.0325076371,71195636.31502153,True,2003.0
3274302,(2005 EW169),19.66,0.3108529381,0.6950883007,Earth,74536.2294778332,70391846.92959195,True,2005.0
3836088,(2018 VR3),26.9,0.0110803882,0.0247765013,Earth,61487.429461069,48733503.10454705,False,
2216523,216523 (2001 HY7),20.7,0.1925550782,0.4305662442,Earth,40025.7726393409,6600887.337759729,True,2001.0
54131214,(2021 EZ2),24.61,0.0318093633,0.0711278987,Earth,34191.3972172522,44218597.60526197,False,
54196368,(2021 RU12),21.63,0.1254743564,0.2805691903,Earth,54873.3183120403,31325665.06951542,True,2021.0
3646734,(2013 QC11),21.58,0.1283970296,0.2871044863,Earth,113213.417319418,61033215.48938333,True,2013.0
2612061,612061 (1998 MR24),19.29,0.3685996993,0.8242139842,Earth,32380.3962393253,24567612.75269748,False,
2329520,329520 (2002 SV),19.87,0.2821986791,0.6310154296,Earth,33877.6813322104,40928588.90392725,False,
54392660,(2023 TE7),22.34,0.0904804968,0.2023205415,Earth,58113.766664073,50540140.09238134,False,
3009749,(1997 CD17),27.5,0.008405334,0.0187948982,Earth,25704.5150603829,55342034.010836355,False,
3092231,(1999 RP28),22.5,0.0840533402,0.1879489824,Earth,19106.6127606645,69906799.7268968,False,
3801934,(2018 EJ4),21.37,0.1414343753,0.3162568776,Earth,27108.1933830737,16728801.454950333,True,2018.0
54105096,(2021 AW3),24.22,0.0380675544,0.0851216393,Earth,49965.8424194023,15121675.068050064,False,
2530520,530520 (2011 LT17),21.85,0.1133848361,0.2535362011,Earth,38843.9351997732,52646799.782281205,True,2011.0
54349050,(2023 FD),26.28,0.0147419515,0.0329640056,Earth,23636.6716595056,50590575.00964038,False,
2260141,260141 (2004 QT24),18.31,0.5788352575,1.2943149835,Earth,30667.3476919011,64592825.58248743,True,2004.0
2002340,2340 Hathor (1976 UA),20.43,0.2180494405,0.4875733714,Earth,97644.681714191,66276928.88481724,True,1976.0
2208023,208023 (1999 AQ10),20.52,0.2091967709,0.4677782004,Earth,33670.9614586032,45568265.23510395,True,1999.0
3774099,(2017 HX3),21.87,0.1123453177,0.2512117673,Earth,29800.8791431392,38779116.128727406,True,2017.0
3789542,(2017 WG2),20.2,0.2424124811,0.5420507863,Earth,83258.9791058509,18258532.17206335,True,2017.0
54156746,(2021 LD2),21.99,0.1063053145,0.2377059096,Earth,51775.8796927724,42468652.749835424,False,
3825086,(2018 LK),21.75,0.1187284988,0.2654849942,Earth,31641.5757795955,28826548.008690577,True,2018.0
3579624,(2011 SE108),21.2,0.1529519353,0.3420109247,Earth,15564.1845729631,38132340.47890947,False,
54316911,(2022 UM1),27.21,0.0096062741,0.021480282,Earth,38383.398205906,12716051.335331257,False,
3837719,(2019 AP6),21.2,0.1529519353,0.3420109247,Earth,48167.7589760807,68270096.01600352,True,2019.0
2612443,612443 (2002 RR25),21.06,0.163137941,0.3647875257,Earth,33685.0392731112,35305389.29016288,False,
3797698,(2018 AM12),21.16,0.1557955241,0.3483693825,Earth,46657.460283858,26858990.746306617,True,2018.0
2471956,471956 (2013 SC25),19.28,0.3703010782,0.828018383,Earth,81489.2281634012,17336957.232804593,False,
3709711,(2015 BP515),21.07,0.1623883902,0.3631114793,Earth,37741.1897733052,16662430.51987103,True,2015.0
2390929,390929 (2005 GP21),20.44,0.2170475943,0.4853331752,Earth,62388.0371018236,69092765.47541538,True,2005.0
3989248,(2020 BX10),22.65,0.0784431412,0.1754041962,Earth,47692.8414715669,28834326.73889569,False,
2267720,267720 (2003 CA),18.93,0.4350658314,0.9728367737,Earth,75911.0204207074,60512443.71694069,True,2003.0
2455299,455299 (2002 EL6),18.05,0.6524616298,1.4589485569,Earth,42828.2347564505,11432250.22647051,True,2002.0
54229754,(2021 XJ5),20.98,0.1692602495,0.3784774237,Earth,31517.9652529116,20875636.698962525,True,2021.0
